design,design_label,workload_operations,pipeline_stages,is_power_of_two,stages_with_work,pass_through_stages,min_operations_per_stage,max_operations_per_stage,pipeline_region,latency_cycles,throughput_items_per_cycle,target_mhz,target_period_ns,platform,synthesis_frontend,synthesis_hierarchical,abc_area,orfs_image,cell_count,area_um2,sequential_area_um2,combinational_area_um2,sequential_area_percent,setup_wns_ns,setup_tns_ns,setup_worst_startpoint,setup_worst_endpoint,setup_worst_path,target_met,minimum_period_ns,fmax_mhz,hold_slack_ns,sequential_power_internal_w,sequential_power_switching_w,sequential_power_leakage_w,sequential_power_total_w,combinational_power_internal_w,combinational_power_switching_w,combinational_power_leakage_w,combinational_power_total_w,clock_power_internal_w,clock_power_switching_w,clock_power_leakage_w,clock_power_total_w,power_internal_w,power_switching_w,power_leakage_w,power_total_w,vectorless_energy_per_item_pj_at_target,power_estimation,clock_tree_power_included,synthesis_problems,status,area_period_pareto,area_power_pareto,minimum_area_meeting_target,minimum_period_point,minimum_vectorless_power_point
rs_chien,RS Chien/Horner pipeline,64,3,no,3,0,21,22,multi_operation,3,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21296,2615.88528,206.0154,2409.86988,7.88,-2.30711,-67.30391,pipeline_accumulator[2][8]$_DFFE_PP_,pipeline_accumulator[3][3]$_DFFE_PP_,pipeline_accumulator[2][8]$_DFFE_PP_ -> pipeline_accumulator[3][3]$_DFFE_PP_,no,3.30711,302.38,-0.09852,0.00185,0.000126,1.09e-07,0.00198,0.834,0.551,1.86e-06,1.38,0.0,0.0,0.0,0.0,0.835,0.551,1.97e-06,1.39,1390.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,4,yes,4,0,16,16,multi_operation,4,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21547,2592.55728,212.22648,2380.3308,8.19,-1.49324,-58.35344,pipeline_accumulator[0][36]$_DFFE_PP_,pipeline_accumulator[0][43]$_DFFE_PP_,pipeline_accumulator[0][36]$_DFFE_PP_ -> pipeline_accumulator[0][43]$_DFFE_PP_,no,2.4932399999999997,401.08,-0.09852,0.00208,0.000133,1.12e-07,0.00221,0.807,0.54,1.8e-06,1.35,0.0,0.0,0.0,0.0,0.809,0.54,1.92e-06,1.35,1350.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,5,no,5,0,12,13,multi_operation,5,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21462,2652.37902,218.43756,2433.94146,8.24,-1.05524,-49.79357,pipeline_accumulator[2][0]$_DFFE_PP_,pipeline_accumulator[3][6]$_DFFE_PP_,pipeline_accumulator[2][0]$_DFFE_PP_ -> pipeline_accumulator[3][6]$_DFFE_PP_,no,2.05524,486.56,-0.09852,0.00228,0.000153,1.15e-07,0.00244,0.794,0.529,1.89e-06,1.32,0.0,0.0,0.0,0.0,0.797,0.529,2e-06,1.33,1330.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,6,no,6,0,10,11,multi_operation,6,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,20972,2561.0499,224.64864,2336.40126,8.77,-0.73534,-41.38168,pipeline_x[5][6]$_DFFE_PP_,pipeline_accumulator[6][3]$_DFFE_PP_,pipeline_x[5][6]$_DFFE_PP_ -> pipeline_accumulator[6][3]$_DFFE_PP_,no,1.7353299999999998,576.26,-0.09852,0.00251,0.000151,1.18e-07,0.00266,0.762,0.498,1.82e-06,1.26,0.0,0.0,0.0,0.0,0.765,0.498,1.93e-06,1.26,1260.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,7,no,7,0,9,10,multi_operation,7,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,20901,2487.01266,230.85972,2256.15294,9.28,-0.59044,-36.77208,pipeline_accumulator[1][25]$_DFFE_PP_,pipeline_accumulator[1][33]$_DFFE_PP_,pipeline_accumulator[1][25]$_DFFE_PP_ -> pipeline_accumulator[1][33]$_DFFE_PP_,no,1.59044,628.76,-0.09852,0.00283,0.000156,1.21e-07,0.00298,0.744,0.443,1.77e-06,1.19,0.0,0.0,0.0,0.0,0.746,0.443,1.89e-06,1.19,1190.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,8,yes,8,0,8,8,multi_operation,8,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21787,2652.26238,237.0708,2415.19158,8.94,-0.31906,-23.33384,pipeline_accumulator[0][68]$_DFFE_PP_,pipeline_accumulator[0][77]$_DFFE_PP_,pipeline_accumulator[0][68]$_DFFE_PP_ -> pipeline_accumulator[0][77]$_DFFE_PP_,no,1.31906,758.12,-0.09852,0.0029,0.000169,1.24e-07,0.00307,0.715,0.48,1.85e-06,1.2,0.0,0.0,0.0,0.0,0.718,0.481,1.98e-06,1.2,1200.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,9,no,9,0,7,8,multi_operation,9,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,20424,2442.04794,243.28188,2198.76606,9.96,-0.29463,-21.06491,pipeline_accumulator[8][8]$_DFFE_PP_,pipeline_accumulator[9][3]$_DFFE_PP_,pipeline_accumulator[8][8]$_DFFE_PP_ -> pipeline_accumulator[9][3]$_DFFE_PP_,no,1.2946300000000002,772.42,-0.09852,0.00329,0.000166,1.27e-07,0.00345,0.686,0.394,1.74e-06,1.08,0.0,0.0,0.0,0.0,0.689,0.395,1.87e-06,1.08,1080.0,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,10,no,10,0,6,7,multi_operation,10,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21134,2544.98274,249.49296,2295.48978,9.8,-0.19149,-11.19615,pipeline_accumulator[2][2]$_DFFE_PP_,pipeline_accumulator[3][4]$_DFFE_PP_,pipeline_accumulator[2][2]$_DFFE_PP_ -> pipeline_accumulator[3][4]$_DFFE_PP_,no,1.19149,839.28,-0.09852,0.00352,0.000175,1.3e-07,0.00369,0.682,0.414,1.81e-06,1.1,0.0,0.0,0.0,0.0,0.685,0.414,1.94e-06,1.1,1100.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,11,no,11,0,5,6,multi_operation,11,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21515,2620.79874,255.70404,2365.0947,9.76,-0.03176,-1.63907,pipeline_accumulator[2][19]$_DFFE_PP_,pipeline_accumulator[2][29]$_DFFE_PP_,pipeline_accumulator[2][19]$_DFFE_PP_ -> pipeline_accumulator[2][29]$_DFFE_PP_,no,1.03176,969.22,-0.09852,0.00359,0.00019,1.33e-07,0.00378,0.64,0.409,1.84e-06,1.05,0.0,0.0,0.0,0.0,0.644,0.409,1.97e-06,1.05,1050.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,12,no,12,0,5,6,multi_operation,12,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,20896,2491.722,261.91512,2229.80688,10.51,-0.02566,-0.41036,pipeline_accumulator[1][7]$_DFFE_PP_,pipeline_accumulator[1][10]$_DFFE_PP_,pipeline_accumulator[1][7]$_DFFE_PP_ -> pipeline_accumulator[1][10]$_DFFE_PP_,no,1.02566,974.98,-0.09852,0.00398,0.000203,1.36e-07,0.00419,0.619,0.364,1.76e-06,0.983,0.0,0.0,0.0,0.0,0.623,0.364,1.9e-06,0.987,987.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,13,no,13,0,4,5,multi_operation,13,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,22054,2682.73458,268.1262,2414.60838,9.99,0.09188,0.0,pipeline_accumulator[0][46]$_DFFE_PP_,pipeline_accumulator[0][56]$_DFFE_PP_,pipeline_accumulator[0][46]$_DFFE_PP_ -> pipeline_accumulator[0][56]$_DFFE_PP_,yes,0.90812,1101.18,-0.09852,0.00399,0.00021,1.39e-07,0.0042,0.623,0.389,1.87e-06,1.01,0.0,0.0,0.0,0.0,0.627,0.389,2.01e-06,1.02,1020.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,14,no,14,0,4,5,multi_operation,14,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21140,2545.5951,274.33728,2271.25782,10.78,0.07976,0.0,pipeline_accumulator[1][41]$_DFFE_PP_,pipeline_accumulator[1][53]$_DFFE_PP_,pipeline_accumulator[1][41]$_DFFE_PP_ -> pipeline_accumulator[1][53]$_DFFE_PP_,yes,0.9202400000000001,1086.67,-0.09852,0.00426,0.000214,1.42e-07,0.00447,0.58,0.34,1.79e-06,0.92,0.0,0.0,0.0,0.0,0.584,0.34,1.94e-06,0.924,924.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,15,no,15,0,4,5,multi_operation,15,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,20732,2468.74392,280.54836,2188.19556,11.36,0.07906,0.0,pipeline_accumulator[1][64]$_DFFE_PP_,pipeline_accumulator[1][75]$_DFFE_PP_,pipeline_accumulator[1][64]$_DFFE_PP_ -> pipeline_accumulator[1][75]$_DFFE_PP_,yes,0.9209400000000001,1085.84,-0.09852,0.00464,0.000215,1.44e-07,0.00485,0.562,0.31,1.74e-06,0.872,0.0,0.0,0.0,0.0,0.567,0.31,1.89e-06,0.877,877.0,vectorless_post_synthesis,no,0,success,yes,yes,yes,no,no
rs_chien,RS Chien/Horner pipeline,64,16,yes,16,0,4,4,multi_operation,16,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21988,2653.72038,286.75944,2366.96094,10.81,0.24133,0.0,pipeline_accumulator[0][58]$_DFFE_PP_,pipeline_accumulator[0][63]$_DFFE_PP_,pipeline_accumulator[0][58]$_DFFE_PP_ -> pipeline_accumulator[0][63]$_DFFE_PP_,yes,0.75867,1318.1,-0.09852,0.00451,0.000227,1.47e-07,0.00474,0.52,0.323,1.84e-06,0.842,0.0,0.0,0.0,0.0,0.524,0.323,1.99e-06,0.847,847.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,17,no,17,0,3,4,multi_operation,17,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21183,2556.6759,292.97052,2263.70538,11.46,0.2256,0.0,pipeline_x[6][1]$_DFFE_PP_,pipeline_accumulator[7][3]$_DFFE_PP_,pipeline_x[6][1]$_DFFE_PP_ -> pipeline_accumulator[7][3]$_DFFE_PP_,yes,0.7744,1291.32,-0.09852,0.00497,0.000223,1.5e-07,0.0052,0.519,0.283,1.8e-06,0.801,0.0,0.0,0.0,0.0,0.524,0.283,1.96e-06,0.806,806.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,18,no,18,0,3,4,multi_operation,18,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21521,2593.4175,299.1816,2294.2359,11.54,0.23332,0.0,pipeline_accumulator[12][5]$_DFFE_PP_,pipeline_accumulator[13][4]$_DFFE_PP_,pipeline_accumulator[12][5]$_DFFE_PP_ -> pipeline_accumulator[13][4]$_DFFE_PP_,yes,0.7666799999999999,1304.33,-0.09852,0.00511,0.000227,1.53e-07,0.00534,0.491,0.275,1.81e-06,0.766,0.0,0.0,0.0,0.0,0.497,0.275,1.97e-06,0.772,772.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,19,no,19,0,3,4,multi_operation,19,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21191,2552.12694,305.39268,2246.73426,11.97,0.2392,0.0,pipeline_accumulator[4][28]$_DFFE_PP_,pipeline_accumulator[4][34]$_DFFE_PP_,pipeline_accumulator[4][28]$_DFFE_PP_ -> pipeline_accumulator[4][34]$_DFFE_PP_,yes,0.7607999999999999,1314.41,-0.09852,0.00543,0.000244,1.56e-07,0.00567,0.481,0.264,1.78e-06,0.745,0.0,0.0,0.0,0.0,0.487,0.264,1.94e-06,0.751,751.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,20,no,20,0,3,4,multi_operation,20,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,20650,2480.07258,311.60376,2168.46882,12.56,0.25209,0.0,pipeline_accumulator[1][14]$_DFFE_PP_,pipeline_accumulator[1][24]$_DFFE_PP_,pipeline_accumulator[1][14]$_DFFE_PP_ -> pipeline_accumulator[1][24]$_DFFE_PP_,yes,0.74791,1337.05,-0.09852,0.00574,0.000245,1.59e-07,0.00599,0.447,0.235,1.73e-06,0.682,0.0,0.0,0.0,0.0,0.453,0.235,1.89e-06,0.688,688.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,21,no,21,0,3,4,multi_operation,21,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,20666,2472.24312,317.81484,2154.42828,12.86,0.25946,0.0,pipeline_accumulator[2][49]$_DFFE_PP_,pipeline_accumulator[2][53]$_DFFE_PP_,pipeline_accumulator[2][49]$_DFFE_PP_ -> pipeline_accumulator[2][53]$_DFFE_PP_,yes,0.74054,1350.37,-0.09852,0.00604,0.000257,1.62e-07,0.0063,0.434,0.218,1.73e-06,0.652,0.0,0.0,0.0,0.0,0.44,0.218,1.89e-06,0.658,658.0,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,22,no,22,0,2,3,multi_operation,22,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21617,2621.3382,324.02592,2297.31228,12.36,0.3761,0.0,pipeline_accumulator[2][58]$_DFFE_PP_,pipeline_accumulator[2][65]$_DFFE_PP_,pipeline_accumulator[2][58]$_DFFE_PP_ -> pipeline_accumulator[2][65]$_DFFE_PP_,yes,0.6239,1602.83,-0.09852,0.0058,0.000257,1.65e-07,0.00606,0.39,0.213,1.83e-06,0.603,0.0,0.0,0.0,0.0,0.396,0.213,1.99e-06,0.609,609.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,23,no,23,0,2,3,multi_operation,23,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21709,2641.167,330.237,2310.93,12.5,0.38336,0.0,pipeline_accumulator[1][38]$_DFFE_PP_,pipeline_accumulator[1][44]$_DFFE_PP_,pipeline_accumulator[1][38]$_DFFE_PP_ -> pipeline_accumulator[1][44]$_DFFE_PP_,yes,0.61664,1621.69,-0.09852,0.00574,0.000287,1.68e-07,0.00603,0.356,0.199,1.82e-06,0.555,0.0,0.0,0.0,0.0,0.361,0.2,1.99e-06,0.561,561.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,24,no,24,0,2,3,multi_operation,24,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21547,2618.59716,336.44808,2282.14908,12.85,0.38576,0.0,pipeline_accumulator[0][147]$_DFFE_PP_,pipeline_accumulator[0][152]$_DFFE_PP_,pipeline_accumulator[0][147]$_DFFE_PP_ -> pipeline_accumulator[0][152]$_DFFE_PP_,yes,0.61424,1628.03,-0.09972,0.00586,0.00029,1.71e-07,0.00615,0.334,0.18,1.81e-06,0.515,0.0,0.0,0.0,0.0,0.34,0.181,1.99e-06,0.521,521.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,25,no,25,0,2,3,multi_operation,25,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21421,2602.66122,342.65916,2260.00206,13.17,0.3942,0.0,pipeline_x[0][70]$_DFFE_PP_,pipeline_accumulator[0][85]$_DFFE_PP_,pipeline_x[0][70]$_DFFE_PP_ -> pipeline_accumulator[0][85]$_DFFE_PP_,yes,0.6058,1650.71,-0.09852,0.0057,0.000293,1.74e-07,0.00599,0.328,0.178,1.81e-06,0.506,0.0,0.0,0.0,0.0,0.333,0.178,1.98e-06,0.512,512.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,26,no,26,0,2,3,multi_operation,26,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21786,2645.08902,348.87024,2296.21878,13.19,0.38384,0.0,pipeline_accumulator[0][127]$_DFFE_PP_,pipeline_accumulator[0][134]$_DFFE_PP_,pipeline_accumulator[0][127]$_DFFE_PP_ -> pipeline_accumulator[0][134]$_DFFE_PP_,yes,0.6161599999999999,1622.96,-0.09852,0.00578,0.000296,1.77e-07,0.00607,0.294,0.154,1.81e-06,0.447,0.0,0.0,0.0,0.0,0.299,0.154,1.99e-06,0.453,453.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,27,no,27,0,2,3,multi_operation,27,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21688,2619.83646,355.08132,2264.75514,13.55,0.37992,0.0,pipeline_accumulator[1][56]$_DFFE_PP_,pipeline_accumulator[1][63]$_DFFE_PP_,pipeline_accumulator[1][56]$_DFFE_PP_ -> pipeline_accumulator[1][63]$_DFFE_PP_,yes,0.6200800000000001,1612.69,-0.09852,0.00582,0.000319,1.8e-07,0.00614,0.27,0.138,1.8e-06,0.408,0.0,0.0,0.0,0.0,0.276,0.139,1.97e-06,0.415,415.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,28,no,28,0,2,3,multi_operation,28,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21405,2599.58484,361.2924,2238.29244,13.9,0.39543,0.0,pipeline_accumulator[0][109]$_DFFE_PP_,pipeline_accumulator[0][113]$_DFFE_PP_,pipeline_accumulator[0][109]$_DFFE_PP_ -> pipeline_accumulator[0][113]$_DFFE_PP_,yes,0.60457,1654.07,-0.09852,0.0058,0.000322,1.83e-07,0.00612,0.253,0.132,1.78e-06,0.385,0.0,0.0,0.0,0.0,0.259,0.132,1.96e-06,0.391,391.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,29,no,29,0,2,3,multi_operation,29,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21531,2606.26248,367.50348,2238.759,14.1,0.37711,0.0,pipeline_accumulator[0][98]$_DFFE_PP_,pipeline_accumulator[0][104]$_DFFE_PP_,pipeline_accumulator[0][98]$_DFFE_PP_ -> pipeline_accumulator[0][104]$_DFFE_PP_,yes,0.6228899999999999,1605.42,-0.09852,0.0058,0.000318,1.86e-07,0.00612,0.222,0.107,1.78e-06,0.329,0.0,0.0,0.0,0.0,0.228,0.107,1.96e-06,0.335,335.0,vectorless_post_synthesis,no,0,success,no,no,no,no,no
rs_chien,RS Chien/Horner pipeline,64,30,no,30,0,2,3,multi_operation,30,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21411,2593.65078,373.71456,2219.93622,14.41,0.3955,0.0,pipeline_accumulator[0][74]$_DFFE_PP_,pipeline_accumulator[0][85]$_DFFE_PP_,pipeline_accumulator[0][74]$_DFFE_PP_ -> pipeline_accumulator[0][85]$_DFFE_PP_,yes,0.6045,1654.25,-0.09852,0.00575,0.000327,1.88e-07,0.00608,0.201,0.0967,1.78e-06,0.298,0.0,0.0,0.0,0.0,0.207,0.097,1.96e-06,0.304,304.0,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,31,no,31,0,2,3,multi_operation,31,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21541,2598.89958,379.92564,2218.97394,14.62,0.3621,0.0,pipeline_accumulator[0][152]$_DFFE_PP_,pipeline_accumulator[1][3]$_DFFE_PP_,pipeline_accumulator[0][152]$_DFFE_PP_ -> pipeline_accumulator[1][3]$_DFFE_PP_,yes,0.6379,1567.65,-0.09852,0.00575,0.000354,1.91e-07,0.0061,0.175,0.0773,1.77e-06,0.252,0.0,0.0,0.0,0.0,0.18,0.0776,1.96e-06,0.258,258.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,32,yes,32,0,2,2,multi_operation,32,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21530,2652.2478,386.13672,2266.11108,14.56,0.54104,0.0,pipeline_accumulator[0][299]$_DFFE_PP_,pipeline_accumulator[0][305]$_DFFE_PP_,pipeline_accumulator[0][299]$_DFFE_PP_ -> pipeline_accumulator[0][305]$_DFFE_PP_,yes,0.45896,2178.85,-0.09852,0.00569,0.000369,1.94e-07,0.00606,0.146,0.0749,1.83e-06,0.221,0.0,0.0,0.0,0.0,0.151,0.0753,2.02e-06,0.227,227.0,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,33,no,33,0,1,2,multi_operation,33,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21212,2626.01838,392.3478,2233.67058,14.94,0.53587,0.0,pipeline_accumulator[6][6]$_DFFE_PP_,pipeline_accumulator[7][3]$_DFFE_PP_,pipeline_accumulator[6][6]$_DFFE_PP_ -> pipeline_accumulator[7][3]$_DFFE_PP_,yes,0.46413,2154.57,-0.09852,0.00583,0.000332,1.97e-07,0.00616,0.15,0.0765,1.82e-06,0.227,0.0,0.0,0.0,0.0,0.156,0.0769,2.02e-06,0.233,233.0,vectorless_post_synthesis,no,0,success,yes,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,34,no,34,0,1,2,multi_operation,34,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21543,2657.29248,398.55888,2258.7336,15.0,0.53619,0.0,pipeline_accumulator[4][8]$_DFFE_PP_,pipeline_accumulator[5][4]$_DFFE_PP_,pipeline_accumulator[4][8]$_DFFE_PP_ -> pipeline_accumulator[5][4]$_DFFE_PP_,yes,0.46381,2156.04,-0.09852,0.0057,0.000334,2e-07,0.00604,0.142,0.0719,1.84e-06,0.214,0.0,0.0,0.0,0.0,0.148,0.0723,2.04e-06,0.22,220.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,35,no,35,0,1,2,multi_operation,35,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21711,2665.89468,404.76996,2261.12472,15.18,0.53235,0.0,pipeline_accumulator[7][22]$_DFFE_PP_,pipeline_accumulator[7][36]$_DFFE_PP_,pipeline_accumulator[7][22]$_DFFE_PP_ -> pipeline_accumulator[7][36]$_DFFE_PP_,yes,0.46764999999999995,2138.37,-0.09852,0.00561,0.000342,2.03e-07,0.00595,0.137,0.0696,1.83e-06,0.207,0.0,0.0,0.0,0.0,0.143,0.0699,2.04e-06,0.213,213.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,36,no,36,0,1,2,multi_operation,36,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21753,2685.38814,410.98104,2274.4071,15.3,0.53741,0.0,pipeline_accumulator[2][19]$_DFFE_PP_,pipeline_accumulator[2][23]$_DFFE_PP_,pipeline_accumulator[2][19]$_DFFE_PP_ -> pipeline_accumulator[2][23]$_DFFE_PP_,yes,0.46259,2161.73,-0.09852,0.00564,0.000378,2.06e-07,0.00601,0.134,0.067,1.84e-06,0.201,0.0,0.0,0.0,0.0,0.14,0.0673,2.04e-06,0.207,207.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
rs_chien,RS Chien/Horner pipeline,64,37,no,37,0,1,2,multi_operation,37,1,1000,1.0,asap7,slang,0,0,openroad/orfs@sha256:c1b25c7d0d74a5c3118843451a2803836ac776140bf29e87fb05a1f84d73aa02,21837,2699.02044,417.19212,2281.82832,15.46,0.53787,0.0,pipeline_accumulator[1][8]$_DFFE_PP_,pipeline_accumulator[1][13]$_DFFE_PP_,pipeline_accumulator[1][8]$_DFFE_PP_ -> pipeline_accumulator[1][13]$_DFFE_PP_,yes,0.46213,2163.88,-0.09972,0.0056,0.000386,2.09e-07,0.00599,0.13,0.0651,1.84e-06,0.195,0.0,0.0,0.0,0.0,0.136,0.0655,2.05e-06,0.201,201.0,vectorless_post_synthesis,no,0,success,no,yes,no,no,no
